172.67.129.95,FRA,Europe,Frankfurt,229 ms
104.16.134.161,FRA,Europe,Frankfurt,229 ms
104.19.237.208,FRA,Europe,Frankfurt,229 ms
104.19.233.126,FRA,Europe,Frankfurt,230 ms
172.67.6.95,FRA,Europe,Frankfurt,232 ms
